Modelo;Cam_X_Robot;Cam_Y_Robot;Cam_Z_Robot;Robot_Pred_X;Robot_Pred_Y;Robot_Pred_Z;Robot_Real_X;Robot_Real_Y;Robot_Real_Z;Tiempo_Ms
LINEAL;-0.07502078699963433;0.09493997565525067;1.39846644549961;-0.002081310432890379;-0.5916390850584758;-0.13213815131544274;0.006118169930267277;-0.6898222709084156;-0.13001615453592338;0.015599998732795939
LINEAL;-0.07601247151981082;0.09593541310975984;1.4147941403860416;-0.0013397406701453896;-0.5834489356457012;-0.13136593843092537;0.007722843813317537;-0.6900643528472937;-0.13005558261126576;0.014999999621068127
LINEAL;-0.07660748223191671;0.09653267558246534;1.4245907573179006;-0.0008947988124983902;-0.5785348459980364;-0.13090261070021497;0.009785425119742076;-0.689931966052471;-0.13005074354363;0.017700000171316788
LINEAL;-0.07797379096262311;0.09598472079360934;1.4170800234517538;0.00012691043137084967;-0.5823023118277935;-0.13132768788228286;0.01261801128410702;-0.6894322747147292;-0.13001669592672493;0.016899999536690302
LINEAL;-0.0796586924611408;0.09565594792029575;1.4125735831320656;0.0013868595170761222;-0.5845627913256476;-0.13158273419152358;0.015724094542375857;-0.6889046039566135;-0.12994088893445696;0.014200000805431046
LINEAL;-0.08233807186186101;0.09636499646878688;1.423258422965515;0.003390467223025065;-0.5792031594060043;-0.1310326881565739;0.019312728373746306;-0.6878536860625276;-0.1299163239039732;0.01570000131323468
LINEAL;-0.08571712803486631;0.09679042559788156;1.4296693268655845;0.005917284808189732;-0.5759873802542184;-0.1307026605356041;0.023999091909803764;-0.6856625485975331;-0.13004700693593763;0.01449999945180025
LINEAL;-0.08951599027124263;0.09704568307533837;1.4335158692056265;0.008758028320883793;-0.5740579127631465;-0.1305046439630222;0.028377740401831004;-0.6830545791932717;-0.13006448470140697;0.014199998986441642
LINEAL;-0.09356673614564158;0.09631312329552588;1.4358237946096515;0.011787127390095492;-0.5729002322685036;-0.1310729288895014;0.03473381130964582;-0.6788764296349391;-0.12994268302479484;0.015300000086426735
LINEAL;-0.09776861220285411;0.09587358742763838;1.4372085498520666;0.014929239793217836;-0.5722056239717178;-0.13141389984538893;0.041082942274526704;-0.6748682215996389;-0.12996188232009503;0.0197000008483883
LINEAL;-0.10206116636975479;0.09560986590690587;1.4380394029975156;0.018139160196686488;-0.5717888589936464;-0.13161848241892146;0.046936421692464245;-0.6715863773297484;-0.13012752223614366;0.014600000213249587
LINEAL;-0.10729384166875491;0.09545163299446638;1.438537914884785;0.022052091881160585;-0.5715388000068035;-0.13174123196304097;0.05340577363047143;-0.668580984648468;-0.13012734844640061;0.014600000213249587
LINEAL;-0.11309058964701474;0.09535669324700269;1.4388370220171467;0.026386830334237985;-0.5713887646146978;-0.13181488168951266;0.06164502400340951;-0.6652466622662531;-0.130067271812205;0.014299999747890979
LINEAL;-0.12047874287782112;0.09532133218550706;1.4530582978352533;0.03191160250423984;-0.5642552179260367;-0.13184231311393158;0.06857897503747631;-0.6631074534706015;-0.13001475039883562;0.014200000805431046
LINEAL;-0.1276335859761125;0.09530011554860969;1.4615910633261173;0.037261908161862964;-0.5599750899128401;-0.13185877196858295;0.07562108688405274;-0.6610945844092089;-0.13004690106487243;0.013699998817173764
LINEAL;-0.13555576004816403;0.09528738556647126;1.4667107226206357;0.0431860146972662;-0.557407013104922;-0.13186864728137376;0.08272509986829323;-0.6588711847514567;-0.1300358145381923;0.018799999452312477
LINEAL;-0.14303101565120246;0.09527974757718821;1.4697825181973467;0.048775920974130145;-0.5558661670201712;-0.13187457246904824;0.09015239087007924;-0.6564870139335934;-0.1299684258826221;0.014600000213249587
